NAME,TEAM,OPP,GAME_ID,PLAYER_ID_AVG,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGA_AVG,FG_PCT_AVG,FG3M_AVG,FG3A_AVG,FG3_PCT_AVG,FTM_AVG,FTA_AVG,FT_PCT_AVG,OREB_AVG,DREB_AVG,REB_AVG,AST_AVG,TOV_AVG,STL_AVG,BLK_AVG,BLKA,PF_AVG,PFD,PTS_AVG,PLUS_MINUS_AVG,DD2,TD3,GAME_ID_AVG,AWAYORHOME,STATUS,PLAYER_ID,JERSEYNUM,POSITION,STARTER,ONCOURT,PLAYED,NOTPLAYINGREASON,NOTPLAYINGDESCRIPTION,AST,BLK,BLKR,FGA,FGM,FG_PCT,PF_OFF,FOULSDRAWN,PF,PF_TECH,FTA,FTM,FT_PCT,MINUS,MIN,PLUS,PLUS_MINUS,PTS,PTS_FASTBREAK,PTS_PAINT,PTS_2NDCHANCE,DREB,OREB,REB,STL,FG3A,FG3M,FG3_PCT,TOV,FG2A,FG2M,FG2_PCT,DATE_UPDATED_EST,SET_EASY,TIER_EASY,SERIES_EASY,PLAY_EASY,DATE_MOMENT,TEAM_TS,COUNT_EASY,OWNED,UNIQUE_OWNERS,IN_PACKS,MINTED,TS_HELD,CS,LOW_ASK_EASY,4HCHANGE_EASY,24H,7D,LISTINGS,TSD,ROOKIE_PREMIERE,ROOKIE_MINT,ROOKIE_YEAR,EDITION_STATE,PLAY_ID,SET_ID,TS_LINK,SET_HARD,TIER_HARD,SERIES_HARD,PLAY_HARD,COUNT_HARD,LOW_ASK_HARD,4HCHANGE_HARD,AWAY_TEAM,AWAY_ID,HOME_TEAM,HOME_ID,PERIOD,GAME_CLOCK,AWAY_SCORE,HOME_SCORE,START_TIME,GAME_STATUS,EASY_MOMENT,HARD_MOMENT,SCORE,DIFFERENTIAL,GAME_CLOCK_,PTS_PROJ,REB_PROJ,AST_PROJ,PTS+REB+AST_PROJ,_PROJ
Torrey Craig,IND,NOP,0022100712,1628470,42,15,27,0.357,18.185119047619047,2.2857142857142856,4.904761904761905,0.466,0.7380952380952381,2.357142857142857,0.313,0.5714285714285714,0.6904761904761905,0.828,1.1904761904761905,2.5238095238095237,3.7142857142857144,1.119047619047619,0.6666666666666666,0.4523809523809524,0.3333333333333333,0.16666666666666666,1.7142857142857142,0,5.880952380952381,-104,2,0,0022100712,away,ACTIVE,1628470.0,13,PF,Starter,In Play,1,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,4,1.1333333333333333,0,-4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:06,2021 NBA Playoffs,Common,2,Dunk,2021-06-08 02:00:00+00:00,Phoenix Suns,11500,10921.0,0.0,579.0,39.0,0.0,20.0,23,-4.17,15.0,21.05,342.0,False,False,False,False,VISIBLE,1a511ea4-c825-4fa3-a036-3c653cdf5938,6783b9d8-44c5-49c7-87e0-be217af963e9,https://nbatopshot.com/listings/p2p/6783b9d8-44c5-49c7-87e0-be217af963e9+1a511ea4-c825-4fa3-a036-3c653cdf5938,Metallic Gold LE,Rare,1,Block,299,316,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,2021 NBA Playoffs-Common-2-Dunk,Metallic Gold LE-Rare-1-Block,4-0,4,Q1 - 10:52.00,5.742096560846561,3.6265873015873016,1.0926256613756613,10.461309523809524,0
Devonte' Graham,NOP,IND,0022100712,1628984,42,16,26,0.381,31.273650793650795,4.571428571428571,12.5,0.366,3.0238095238095237,8.476190476190476,0.357,1.619047619047619,1.9761904761904763,0.819,0.47619047619047616,2.0952380952380953,2.5714285714285716,4.476190476190476,1.5952380952380953,1.0238095238095237,0.19047619047619047,0.38095238095238093,1.4285714285714286,1,13.785714285714286,22,0,0,0022100712,home,ACTIVE,1628984.0,4,PG,Starter,In Play,1,nan,nan,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0.0,0,1.1333333333333333,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:11,Base Set,Common,2,Jump Shot,2021-01-23 00:00:00+00:00,Charlotte Hornets,40000,35484.0,0.0,2780.0,1753.0,0.0,12.0,9,0.0,12.5,28.57,1482.0,False,False,False,False,VISIBLE,161557b1-d8a1-424c-a7c1-5862463ff41f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+161557b1-d8a1-424c-a7c1-5862463ff41f,Metallic Gold LE,Rare,1,3 Pointer,299,375,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-2-Jump Shot,Metallic Gold LE-Rare-1-3 Pointer,0-4,-4,Q1 - 10:52.00,13.460218253968256,2.510714285714286,4.370502645502645,20.341435185185187,0
Garrett Temple,NOP,IND,0022100712,202066,43,17,26,0.395,19.3618992248062,2.0232558139534884,5.186046511627907,0.39,1.186046511627907,3.372093023255814,0.352,0.5116279069767442,0.6976744186046512,0.733,0.5813953488372093,2.0930232558139537,2.6744186046511627,1.2325581395348837,0.813953488372093,0.7674418604651163,0.3953488372093023,0.23255813953488372,1.5813953488372092,0,5.744186046511628,-290,0,0,0022100712,home,ACTIVE,202066.0,41,SF,Starter,In Play,1,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,1.1333333333333333,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:09,Base Set,Common,2,Jump Shot,2021-01-10 21:00:00+00:00,Chicago Bulls,12000,11219.0,0.0,564.0,219.0,0.0,12.0,20,0.0,11.11,5.26,274.0,True,False,False,False,VISIBLE,3895fb8a-5441-4c22-8479-4ec80fa80d98,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3895fb8a-5441-4c22-8479-4ec80fa80d98,Base Set,Common,2,Jump Shot,12000,20,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-2-Jump Shot,Base Set-Common-2-Jump Shot,0-4,-4,Q1 - 10:52.00,5.608559431524548,2.611272609819121,1.2034560723514212,9.42328811369509,0
Gary Clark,NOP,IND,0022100712,1629109,13,7,6,0.538,10.43448717948718,1.0769230769230769,2.6153846153846154,0.412,1.0,2.3076923076923075,0.433,0.15384615384615385,0.3076923076923077,0.5,0.5384615384615384,1.7692307692307692,2.3076923076923075,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.23076923076923078,0,3.3076923076923075,-49,0,0,0022100712,home,ACTIVE,1629109.0,12,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,nan,nan,0-4,-4,Q1 - 10:52.00,3.2295940170940165,2.253205128205128,0.3755341880341881,5.858333333333333,0
Herbert Jones,NOP,IND,0022100712,1630529,42,17,25,0.405,29.159166666666664,3.5238095238095237,7.023809523809524,0.502,0.6666666666666666,1.6666666666666667,0.4,1.4285714285714286,1.7619047619047619,0.811,1.1904761904761905,2.5,3.6904761904761907,1.9047619047619047,1.0714285714285714,1.4761904761904763,0.9285714285714286,0.5952380952380952,3.0714285714285716,1,9.142857142857142,33,0,0,0022100712,home,ACTIVE,1630529.0,5,PF,Starter,In Play,1,nan,nan,0,0,0,1,1,1.0,0,0.0,1,0,0,0,0.0,0,1.1333333333333333,4,4,2,0,2,0,1,0,1,0,0,0,0.0,0,1,1,1.0,2022-01-24 21:01,Base Set,Common,3,Dunk,2021-12-09 01:00:00+00:00,New Orleans Pelicans,12000,7810.0,0.0,485.0,3706.0,0.0,2.0,35,-2.78,20.69,0.0,414.0,True,nan,nan,nan,VISIBLE,d12ff74e-0b79-40d2-a054-41ea6a4adc94,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d12ff74e-0b79-40d2-a054-41ea6a4adc94,Base Set,Common,3,Dunk,12000,35,-2.78,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-3-Dunk,Base Set-Common-3-Dunk,0-4,-4,Q1 - 10:52.00,10.926984126984127,4.603339947089948,1.8597883597883598,17.390112433862434,0
Jaxson Hayes,NOP,IND,0022100712,1629637,33,10,23,0.303,13.97949494949495,2.4545454545454546,4.212121212121212,0.583,0.15151515151515152,0.45454545454545453,0.333,1.7575757575757576,2.3636363636363638,0.744,1.303030303030303,2.121212121212121,3.4242424242424243,0.36363636363636365,0.6363636363636364,0.30303030303030304,0.7272727272727273,0.21212121212121213,1.9393939393939394,1,6.818181818181818,-55,0,0,0022100712,home,ACTIVE,1629637.0,10,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:10,Base Set,Common,3,Dunk,2021-10-30 23:00:00+00:00,New Orleans Pelicans,60000,34093.0,0.0,13219.0,14541.0,0.0,2.0,3,0.0,0.0,0.0,2494.0,nan,nan,nan,nan,VISIBLE,68fdb242-25f6-4721-a5f7-f6dec0fd45fc,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+68fdb242-25f6-4721-a5f7-f6dec0fd45fc,Throwdowns,Rare,2,Dunk,1800,70,-1.41,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-3-Dunk,Throwdowns-Rare-2-Dunk,0-4,-4,Q1 - 10:52.00,6.657196969696971,3.343392255892256,0.35505050505050506,10.355639730639732,0
Jonas Valanciunas,NOP,IND,0022100712,202685,42,16,26,0.381,31.636746031746032,7.071428571428571,13.452380952380953,0.526,1.0238095238095237,2.4523809523809526,0.417,3.238095238095238,3.9523809523809526,0.819,3.357142857142857,8.642857142857142,12.0,2.4047619047619047,2.4285714285714284,0.5238095238095238,0.8809523809523809,0.6666666666666666,3.1666666666666665,4,18.404761904761905,-22,31,0,0022100712,home,ACTIVE,202685.0,17,C,Starter,In Play,1,nan,nan,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,1.1333333333333333,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:10,Base Set,Common,3,Assist,2021-10-26 00:00:00+00:00,New Orleans Pelicans,60000,35748.0,0.0,12310.0,13242.0,0.0,2.0,3,0.0,0.0,0.0,1354.0,nan,nan,nan,nan,VISIBLE,9efea894-ad6d-4c87-ad58-29dc1d66faa1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+9efea894-ad6d-4c87-ad58-29dc1d66faa1,Metallic Gold LE,Rare,2,Dunk,499,169,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-3-Assist,Metallic Gold LE-Rare-2-Dunk,0-4,-4,Q1 - 10:52.00,17.970205026455027,11.716666666666667,4.347982804232804,34.0348544973545,0
Jose Alvarado,NOP,IND,0022100712,1630631,18,6,12,0.333,9.217037037037038,1.1111111111111112,3.0555555555555554,0.364,0.3888888888888889,1.4444444444444444,0.269,0.5,0.7777777777777778,0.643,0.3333333333333333,0.6666666666666666,1.0,1.5555555555555556,0.2222222222222222,1.0,0.05555555555555555,0.1111111111111111,1.0,0,3.111111111111111,34,0,0,0022100712,home,ACTIVE,1630631.0,15,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,nan,nan,0-4,-4,Q1 - 10:52.00,3.037654320987654,0.9763888888888889,1.518827160493827,5.53287037037037,0
Josh Hart,NOP,IND,0022100712,1628404,36,14,22,0.389,33.18152777777778,4.805555555555555,9.333333333333334,0.515,1.0277777777777777,3.0277777777777777,0.339,2.611111111111111,3.5555555555555554,0.734,1.3611111111111112,6.138888888888889,7.5,4.305555555555555,1.9444444444444444,0.9722222222222222,0.3055555555555556,0.6666666666666666,2.9444444444444446,3,13.25,-81,9,0,0022100712,home,ACTIVE,1628404.0,3,SG,Starter,In Play,1,nan,nan,0,0,0,1,1,1.0,0,0.0,0,0,0,0,0.0,0,1.1333333333333333,4,4,2,0,2,0,0,0,0,0,0,0,0.0,0,1,1,1.0,2022-01-24 21:11,Base Set,Common,3,Dunk,2021-11-23 01:00:00+00:00,New Orleans Pelicans,60000,30045.0,0.0,13982.0,17753.0,0.0,2.0,3,0.0,0.0,0.0,2176.0,nan,nan,nan,nan,VISIBLE,12879722-7a18-48fd-8dad-377d2745125a,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+12879722-7a18-48fd-8dad-377d2745125a,Metallic Gold LE,Rare,2,Dunk,499,144,2.86,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-3-Dunk,Metallic Gold LE-Rare-2-Dunk,0-4,-4,Q1 - 10:52.00,14.93715277777778,7.322916666666667,4.203896604938271,26.46396604938272,0
Naji Marshall,NOP,IND,0022100712,1630230,23,6,17,0.261,9.57840579710145,1.0,3.0434782608695654,0.329,0.17391304347826086,1.2173913043478262,0.143,1.0869565217391304,1.2608695652173914,0.862,0.6086956521739131,1.826086956521739,2.4347826086956523,0.8695652173913043,0.8695652173913043,0.391304347826087,0.13043478260869565,0.30434782608695654,0.9565217391304348,0,3.260869565217391,-50,0,0,0022100712,home,ACTIVE,1630230.0,8,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:06,Base Set,Common,2,Assist,2021-01-16 03:00:00+00:00,New Orleans Pelicans,4000,3434.0,0.0,343.0,223.0,0.0,12.0,39,0.0,2.63,14.71,133.0,True,True,True,True,VISIBLE,d3462ef2-86a7-470a-a793-88453b427184,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d3462ef2-86a7-470a-a793-88453b427184,Base Set,Common,2,Assist,4000,39,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-2-Assist,Base Set-Common-2-Assist,0-4,-4,Q1 - 10:52.00,3.1838768115942027,2.3772946859903383,0.8490338164251208,6.410205314009661,0
Nickeil Alexander-Walker,NOP,IND,0022100712,1629638,42,15,27,0.357,26.515436507936506,4.738095238095238,12.80952380952381,0.37,1.9523809523809523,6.238095238095238,0.313,1.1904761904761905,1.6904761904761905,0.704,0.7619047619047619,2.5952380952380953,3.357142857142857,2.5714285714285716,1.5714285714285714,0.8333333333333334,0.30952380952380953,0.7857142857142857,1.7857142857142858,1,12.619047619047619,-152,2,0,0022100712,home,ACTIVE,1629638.0,6,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:01,Base Set,Common,3,Layup,2021-11-14 00:00:00+00:00,New Orleans Pelicans,60000,11293.0,0.0,4367.0,45127.0,0.0,2.0,4,33.33,33.33,0.0,237.0,nan,nan,nan,nan,VISIBLE,43ccb8de-caa8-4dd6-b177-9666358363f0,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+43ccb8de-caa8-4dd6-b177-9666358363f0,Rising Stars,Rare,2,Dunk,2021,120,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-3-Layup,Rising Stars-Rare-2-Dunk,0-4,-4,Q1 - 10:52.00,12.321097883597885,3.2778769841269844,2.510714285714286,18.109689153439156,0
Tomas Satoransky,NOP,IND,0022100712,203107,31,12,19,0.387,14.897311827956988,1.032258064516129,3.3225806451612905,0.311,0.16129032258064516,0.967741935483871,0.167,0.6129032258064516,0.8064516129032258,0.76,0.5806451612903226,1.4516129032258065,2.032258064516129,2.2903225806451615,0.7419354838709677,0.45161290322580644,0.03225806451612903,0.1935483870967742,1.032258064516129,0,2.838709677419355,-142,0,0,0022100712,home,ACTIVE,203107.0,31,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2022-01-24 21:08,Base Set,Common,2,Dunk,2021-04-23 01:00:00+00:00,Chicago Bulls,40000,34923.0,0.0,3526.0,1590.0,0.0,12.0,5,25.0,25.0,25.0,1673.0,False,False,False,False,VISIBLE,a9485940-5d05-4e02-9690-db28c3f14632,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+a9485940-5d05-4e02-9690-db28c3f14632,Metallic Gold LE,Rare,2,Assist,499,114,0.0,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,Base Set-Common-2-Dunk,Metallic Gold LE-Rare-2-Assist,0-4,-4,Q1 - 10:52.00,2.77168458781362,1.984274193548387,2.236245519713262,6.992204301075269,0
Willy Hernangomez,NOP,IND,0022100712,1626195,23,10,13,0.435,14.85804347826087,3.0434782608695654,5.434782608695652,0.56,0.08695652173913043,0.13043478260869565,0.667,1.565217391304348,2.217391304347826,0.706,2.4347826086956523,4.260869565217392,6.695652173913044,1.2173913043478262,0.8695652173913043,0.34782608695652173,0.21739130434782608,0.4782608695652174,1.7391304347826086,1,7.739130434782608,-41,3,0,0022100712,home,ACTIVE,1626195.0,9,nan,Bench,On Bench,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IND,1610612754,NOP,1610612740,1,10:52.00,0,4,2022-01-24 20:00:00-05:00,Q1 10:52,nan,nan,0-4,-4,Q1 - 10:52.00,7.556400966183575,6.53756038647343,1.1886473429951692,15.282608695652174,0
